año,Mes,Estamento,cargo_funcion,grado_jornada,calif_form,region,as_espec,r_bruta_mens,r_liquida_mens,r_adic,r_bonos_inc,der_hr_ext,mont_hr_ext_diur,mont_hr_ext_noct,mont_hr_ext_fest,fecha_in,fecha_ter,viaticos,observaciones,id
2019,Marzo,Técnico,TECNICO DIRECCIÓN DE TRANSITO,9,ESTUDIOS UNIVERSITARIOS INCOMPLETOS,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$1.375.069,922.522,-,-,Sí,"323.160,00 : 48,00 hrs",No tiene,"403.950,00 : 50,00 hrs",08-05-1995,31-12-2019,No informa,Sin observaciones,205
2019,Marzo,Administrativo,ADMINISTRATIVO  DIRECCIÓN DE DESARROLLO COMUNITARIO,11,LICENCIA EDUC. MEDIA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$920.591,749.386,-,-,Sí,"130.328,00 : 28,00 hrs",No tiene,"206.664,00 : 37,00 hrs",17-04-2017,31-12-2019,No informa,Sin observaciones,207
2019,Marzo,Profesional,PROFESIONAL SECRETARIA MUNICIPAL,9,ADMINISTRADOR PUBLICO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.637.089,1.296.315,-,-,Sí,"26.930,00 : 4,00 hrs",No tiene,"16.158,00 : 2,00 hrs",01-04-2017,31-12-2019,No informa,Sin observaciones,208
2019,Marzo,Técnico,TECNICO OBRAS,10,TECNICO EN ELECTROMECANICA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$1.094.134,862.232,-,-,Sí,"33.419,00 : 6,00 hrs",No tiene,No tiene,01-08-2017,31-12-2019,No informa,Sin observaciones,210
2019,Marzo,Administrativo,ADMINISTRATIVO SEGURIDAD PUBLICA,17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,407.527,-,-,Sí,"71.109,00 : 34,00 hrs",No tiene,"183.210,00 : 73,00 hrs",09-04-2018,30-06-2019,No informa,Sin observaciones,213
2019,Marzo,Administrativo,ADMINISTRATIVO ADM.MUNICIPAL,16,LICENCIA EDUC. MEDIA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$566.631,465.403,-,-,Sí,"47.583,00 : 20,00 hrs",No tiene,"5.710,00 : 2,00 hrs",01-01-2017,31-12-2019,No informa,Sin observaciones,220
2019,Marzo,Profesional,PROFESIONAL DIRECCIÓN DE DESARROLLO COMUNITARIO,10,ASISTENTE SOCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.385.687,1.036.524,-,-,Sí,"11.140,00 : 2,00 hrs",No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,221
2019,Marzo,Administrativo,ADMINISTRATIVO DIRECCIÓN DE FINANZAS,17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$506.015,385.710,-,-,Sí,"112.938,00 : 54,00 hrs",No tiene,"80.311,00 : 32,00 hrs",05-08-2015,31-12-2019,No informa,Sin observaciones,223
2019,Marzo,Administrativo,ADMINISTRATIVO DIRECCIÓN DE OBRAS MUNICIPAL,11,LICENCIA EDUC. MEDIA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$920.591,686.481,-,-,Sí,"83.783,00 : 18,00 hrs",No tiene,"33.513,00 : 6,00 hrs",01-12-2017,31-12-2019,No informa,Sin observaciones,227
2019,Marzo,Administrativo,"ADMINISTRATIVO, ADMINISTRACION MUNICIPAL",17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,285.126,-,-,Sí,"8.366,00 : 4,00 hrs",No tiene,"92.860,00 : 37,00 hrs",01-02-2018,30-06-2019,No informa,Sin observaciones,236
2019,Marzo,Administrativo,"ADMINISTRATIVO, ADMINISTRACION MUNICIPAL",17,TECNICO EN ADMINISTRACION DE EMPRESAS,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,407.642,-,-,Sí,"6.274,00 : 3,00 hrs",No tiene,"127.996,00 : 51,00 hrs",03-09-2018,30-06-2019,No informa,Sin observaciones,237
2019,Marzo,Administrativo,"ADMINISTRATIVO, DIRECCIÓN DE ADMINISTRACIÓN Y SERVICIOS GENERALES",11,LICENCIA MEDIA TECNICO PROFESIONAL,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$920.591,750.623,-,-,Sí,"79.128,00 : 17,00 hrs",No tiene,No tiene,01-02-2017,31-12-2019,No informa,Sin observaciones,239
2019,Marzo,Profesional,PROFESIONAL DIRECCIÓN DE ADMINISTRACIÓN Y SERVICOS GENERALES,11,"INGENIERO EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE",Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.184.444,911.173,-,-,Sí,"65.164,00 : 14,00 hrs",No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,242
2019,Marzo,Profesional,PROFESIONAL DIRECCIÓN DE INFORMTICA Y TECNOLOGIA,8,ING. EN COMPUTACION E INFORMATICA,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.946.940,1.474.746,-,-,Sí,"414.953,00 : 51,00 hrs",No tiene,"117.163,00 : 12,00 hrs",01-11-2007,31-12-2019,No informa,Sin observaciones,243
2019,Marzo,Profesional,PROFESIONAL ADM MUNICIPAL,9,PSICOLOGA,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.637.089,1.310.584,-,-,Sí,"67.325,00 : 10,00 hrs",No tiene,No tiene,06-02-2017,31-12-2019,No informa,Sin observaciones,247
2019,Marzo,Profesional,PROFESIONAL DIRECCIÓN DE DESARROLLO COMUNITARIO,11,ASISTENTE SOCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.184.444,913.669,-,-,No,No tiene,No tiene,No tiene,01-01-2019,30-06-2019,No informa,Sin observaciones,249
2019,Marzo,Técnico,"TECNICO DIRECCIÓN DE MEDIOAMBIENTE, ASEO, ORNATO Y SUSTENTABILIDAD",9,LICENCIADO EN GEOGRAFIA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$1.323.512,1.058.488,-,-,Sí,"87.523,00 : 13,00 hrs",No tiene,"88.869,00 : 11,00 hrs",01-01-2017,31-12-2019,No informa,Sin observaciones,252
2019,Marzo,Profesional,PROFESIONAL ADM. MUNICIPAL,10,TRABAJADORA SOCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.385.687,1.119.984,-,-,Sí,"38.989,00 : 7,00 hrs",No tiene,No tiene,01-03-2018,31-12-2019,No informa,Sin observaciones,258
2019,Marzo,Profesional,PROFESIONAL SECRETARIA COMUNAL DE PLANIFICACIONES,7,GEOGRAFO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$2.317.557,1.779.901,-,-,Sí,"89.264,00 : 9,00 hrs",No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,259
2019,Marzo,Profesional,JEFE DPTO. DE MEDIO AMBIENTE DIRECCIÓN DE DESARROLLO COMUNITARIO,7,MEDICO VETERINARIO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$2.347.631,1.863.512,-,-,Sí,"39.673,00 : 4,00 hrs",No tiene,No tiene,01-01-1997,31-12-2019,No informa,Sin observaciones,260
2019,Marzo,Administrativo,ADMINISTRATIVO ADMINISTRACION MUNICIPAL,17,LICENCIA EDUC. MEDIA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,382.245,-,-,Sí,No tiene,No tiene,"110.428,00 : 44,00 hrs",01-01-2018,30-06-2019,No informa,Sin observaciones,264
2019,Marzo,Administrativo,"ADMINISTRATIVO DIRECCIÓN DE MEDIOAMBIENTE, ASEO, ORNATO Y SUSTENTABILIDAD",17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,402.230,-,-,No,No tiene,No tiene,No tiene,01-05-2018,30-06-2019,No informa,Sin observaciones,267
2019,Marzo,Técnico,TECNICO ADMINISTRACION MUNICIPAL,9,LICENCIADO EN GEOGRAFÍA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$1.314.919,1.040.999,-,-,Sí,"40.395,00 : 6,00 hrs",No tiene,No tiene,01-01-2019,30-06-2019,No informa,Sin observaciones,270
2019,Marzo,Profesional,PROFESIONAL CONTROL,9,INGENIERO CIVIL INDUSTRIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.645.682,1.317.326,-,-,No,No tiene,No tiene,No tiene,01-06-2016,31-12-2019,No informa,Sin observaciones,277
2019,Marzo,Profesional,PROFESIONAL SECRETARIA COMUNAL DE PLANIFICACIONES,8,ABOGADO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.946.940,1.543.814,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-03-2019,No informa,Sin observaciones,283
2019,Marzo,Técnico,TECNICO ALCALDIA,15,TEC. EN FOTOGRAFIA Y COMUNICACIÓN VISUAL,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$585.527,472.025,-,-,Sí,"7.574,00 : 3,00 hrs",No tiene,No tiene,06-03-2017,31-12-2019,No informa,Sin observaciones,284
2019,Marzo,Profesional,PROFESIONAL SECRETARIA COMUNAL DE PLANIFICACIONES,7,CONSTRUCTOR CIVIL MENCION OBRAS CIVILES,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$2.317.557,1.830.622,-,-,Sí,"158.692,00 : 16,00 hrs",No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,286
2019,Marzo,Administrativo,ADMINISTRATIVO DIRECCIÓN DE DESARROLLO COMUNITARIO,14,4TO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$657.864,540.962,-,-,Sí,"113.969,00 : 40,00 hrs",No tiene,"160.697,00 : 47,00 hrs",06-03-2017,31-12-2019,No informa,Sin observaciones,294
2019,Marzo,Profesional,PROFESIONAL SECRETARIA MUNICIPAL,9,ASISTENTE SOCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.637.089,1.310.584,-,-,No,No tiene,No tiene,No tiene,01-03-2019,31-12-2019,No informa,Sin observaciones,296
2019,Marzo,Administrativo,SEGURIDAD PUBLICA,17,TECNICO EN MECANICA AUTOMOTRIZ,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,412.279,-,-,Sí,"31.372,00 : 15,00 hrs",No tiene,"125.486,00 : 50,00 hrs",01-03-2019,31-05-2019,No informa,Sin observaciones,300
2019,Marzo,Profesional,PROFESIONAL RECURSOS HUMANOS DIRECCIÓN DE ADMINISTRACIÓN Y SERVICIOS GENERALES,8,ASISTENTE SOCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.946.940,1.129.624,-,-,Sí,"244.090,00 : 30,00 hrs",No tiene,No tiene,07-04-2015,31-12-2019,No informa,Sin observaciones,306
2019,Marzo,Administrativo,ADMINISTRATIVO SEGURIDAD PUBLICA,17,TECNICO NIVEL MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,379.639,-,-,Sí,"23.006,00 : 11,00 hrs",No tiene,"115.448,00 : 46,00 hrs",01-05-2018,30-06-2019,No informa,Sin observaciones,307
2019,Marzo,Profesional,"PROFESIONAL DIRECCIÓN DE MEDIOAMBIENTE, ASEO, ORNATO Y SUSTENTABILIDAD",9,INGENIERO EJECUCCION DE MINAS,Región Metropolitana de Santiago,(154)(07)(44)(153)(78)(66)(76)(75),$1.714.424,1.306.321,-,-,Sí,"67.325,00 : 10,00 hrs",No tiene,"105.027,00 : 13,00 hrs",01-05-1996,31-12-2019,No informa,Sin observaciones,309
2019,Marzo,Administrativo,ADMINISTRATIVO TRANSITO,13,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$745.022,426.970,-,-,Sí,"6.606,00 : 2,00 hrs",No tiene,No tiene,08-05-2017,31-12-2019,No informa,Sin observaciones,314
2019,Marzo,Auxiliar,AUXILIAR DIRECCIÓN DE ADMINISTRACIÓN Y SERVICIOS GENERALES,17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$497.891,291.789,-,-,Sí,"43.920,00 : 21,00 hrs",No tiene,"72.782,00 : 29,00 hrs",06-02-2018,31-12-2019,No informa,Sin observaciones,323
2019,Marzo,Profesional,DOM INGENIERO EN PROYECTOS INDUSTRIALES,8,INGENIERIA EN PROYECTOS INDUSTRIALES,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.946.940,1.463.411,-,-,No,No tiene,No tiene,No tiene,01-02-2017,31-12-2019,No informa,Sin observaciones,326
2019,Marzo,Administrativo,ADMINISTRATIVO SEGURIDAD PUBLICA,17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,340.680,-,-,Sí,No tiene,No tiene,"102.899,00 : 41,00 hrs",09-04-2018,30-06-2019,No informa,Sin observaciones,327
2019,Marzo,Auxiliar,AUXILIAR DIRECCIÓN DE ADMINISTRACIÓN Y SERVICIOS GENERALES,16,2DO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$557.858,383.294,-,-,Sí,"95.167,00 : 40,00 hrs",No tiene,"94.215,00 : 33,00 hrs",15-06-2017,28-12-2019,No informa,Sin observaciones,333
2019,Marzo,Administrativo,SEGURIDAD PUBLICA,17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,363.248,-,-,Sí,"10.457,00 : 5,00 hrs",No tiene,"105.409,00 : 42,00 hrs",01-03-2019,31-05-2019,No informa,Sin observaciones,334
2019,Marzo,Auxiliar,AUXILIAR ALCALDIA,13,SEGUNDO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$746.601,589.831,-,-,Sí,"105.703,00 : 32,00 hrs",No tiene,"158.554,00 : 40,00 hrs",09-01-2017,31-12-2019,No informa,Sin observaciones,338
2019,Marzo,Administrativo,ADMINISTRATIVO FINANZAS,13,4TO AÑO MEDIO,Región Metropolitana de Santiago,(153)(07)(44)(78)(66)(76)(75),$745.022,591.260,-,-,No,No tiene,No tiene,No tiene,01-01-2018,31-12-2019,No informa,Sin observaciones,339
2019,Marzo,Profesional,PROFESIONAL OBRAS,8,GEOGRAFO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.937.659,1.439.613,-,-,No,No tiene,No tiene,No tiene,01-06-2017,31-12-2019,No informa,Sin observaciones,343
2019,Marzo,Administrativo,AUXILIAR DIRECCIÓN DE DESARROLLO COMUNITARIO,16,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$557.858,454.989,-,-,Sí,"57.100,00 : 24,00 hrs",No tiene,"28.550,00 : 10,00 hrs",17-03-2017,31-12-2019,No informa,Sin observaciones,344
2019,Marzo,Técnico,TECNICO DIRECCIÓN DE INFORMATICA Y TECNOLOGIA,10,ANALISTA DE SISTEMAS,Región Metropolitana de Santiago,(154)(07)(44)(78)(66)(76)(75),$1.165.746,898.517,-,-,Sí,"245.073,00 : 44,00 hrs",No tiene,"334.191,00 : 50,00 hrs",01-11-1999,31-12-2019,No informa,Sin observaciones,350
2019,Marzo,Profesional,PROFESIONAL DIRECCIÓN DE DESARROLLO COMUNITARIO,10,EDUCADOR DE PARVULOS,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.385.687,1.111.070,-,-,Sí,"161.525,00 : 29,00 hrs",No tiene,"66.838,00 : 10,00 hrs",01-01-2018,31-12-2019,No informa,Sin observaciones,352
2019,Marzo,Administrativo,SECRETARIA ALCALDE,11,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$964.799,765.765,-,-,Sí,"93.092,00 : 20,00 hrs",No tiene,No tiene,01-08-2004,31-12-2019,No informa,Sin observaciones,355
2019,Marzo,Profesional,PROFESIONAL CONTROL,9,CONTADOR AUDITOR,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75)(41),$1.637.089,1.278.671,-,-,No,No tiene,No tiene,No tiene,01-06-2017,31-12-2019,No informa,Sin observaciones,359
2019,Marzo,Profesional,PROFESIONAL DIRECCIÓN DE DESARROLLO COMUNITARIO,7,SOCIOLOGO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$2.317.557,1.845.709,-,-,Sí,"307.465,00 : 31,00 hrs",No tiene,"47.608,00 : 4,00 hrs",01-01-2019,30-06-2019,No informa,Sin observaciones,360
2019,Marzo,Auxiliar,AUXILIAR ALCALDIA,18,LICENCIA MEDIA TECNICO PROFESIONAL,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$472.750,356.596,-,-,No,No tiene,No tiene,No tiene,02-05-2017,31-12-2019,No informa,Sin observaciones,362
2019,Marzo,Administrativo,ADMINISTRATIVO GABINETE,17,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,403.263,-,-,Sí,"12.549,00 : 6,00 hrs",No tiene,No tiene,01-01-2019,30-06-2019,No informa,Sin observaciones,364
2019,Marzo,Administrativo,ADMINISTRATIVO PPTO DIRECCIÓN DE FINANZAS,11,SECRETARIA EJECUTIVA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$1.001.639,810.369,-,-,Sí,"23.273,00 : 5,00 hrs",No tiene,No tiene,18-07-1997,31-12-2019,No informa,Sin observaciones,374
2019,Marzo,Administrativo,ADMINISTRATIVO ADMINISTRACION MUNICIPAL,17,SECRETARIA,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,383.267,-,-,Sí,"48.103,00 : 23,00 hrs",No tiene,"92.860,00 : 37,00 hrs",01-02-2018,31-12-2019,No informa,Sin observaciones,381
2019,Marzo,Profesional,"PROFESIONAL DIRECCION DE MEDIOAMBIENTE, ASEO, ORNATO Y SUSTENTABILIDAD",7,INGENIERO AMBIENTAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$2.317.557,1.841.172,-,-,Sí,"307.465,00 : 31,00 hrs",No tiene,"238.038,00 : 20,00 hrs",01-01-2017,31-12-2019,No informa,Sin observaciones,385
2019,Marzo,Profesional,PROFESIONAL ADMINISTRACION MUNICIPAL,7,INGENIERO EN ADMINISTRACION AGROINDUSTRIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$2.317.557,1.776.836,-,-,Sí,"198.365,00 : 20,00 hrs",No tiene,No tiene,01-04-2018,31-12-2019,No informa,Sin observaciones,387
2019,Marzo,Profesional,PSICOLOGO DIRECCIÓN DE DESARROLLO COMUNITARIO,8,PSICOLOGO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.937.659,1.543.052,-,-,Sí,"244.090,00 : 30,00 hrs",No tiene,"87.872,00 : 9,00 hrs",01-04-2017,31-12-2019,No informa,Sin observaciones,388
2019,Marzo,Administrativo,ADMINIST. TESORERIA DIRECCIÓN DE FINANZAS,17,LICENCIA EDUC. MEDIA,Región Metropolitana de Santiago,(07)(44)(40)(78)(66)(76)(75),$510.656,254.199,-,-,Sí,"119.212,00 : 57,00 hrs",No tiene,"235.915,00 : 94,00 hrs",01-06-2014,31-12-2019,No informa,Sin observaciones,391
2019,Marzo,Profesional,PROFESIONAL ADM. MUNICIPAL,8,ADMINISTRADOR PUBLICO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.937.659,1.532.233,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,397
2019,Marzo,Técnico,TECNICO DIRECCION DE CONTROL,10,CONTADOR,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$1.118.005,765.133,-,-,Sí,"16.710,00 : 3,00 hrs",No tiene,No tiene,20-09-2011,31-12-2019,No informa,Sin observaciones,401
2019,Marzo,Profesional,PROFESIONAL DIRECCIÓN DE DESARROLLO COMUNITARIO,8,ASISTENTE SOCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.866.458,1.469.156,-,-,Sí,"162.727,00 : 20,00 hrs",No tiene,No tiene,07-01-2019,30-06-2019,No informa,Sin observaciones,403
2019,Abril,Administrativo,ADMINISTRATIVO DIRECCION DE FINANZAS,16,AGENTE COMERCIAL,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$576.657,343.206,-,-,Sí,"42.825,00 : 18,00 hrs",No tiene,"48.535,00 : 17,00 hrs",01-05-2011,31-12-2019,No informa,Sin observaciones,9
2019,Abril,Profesional,PROFESIONAL INFORMATICA,11,INGENIERO DE EJECUCION EN INFORMATICA,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.184.444,871.500,-,-,Sí,"41.891,00 : 9,00 hrs",No tiene,"22.342,00 : 4,00 hrs",01-01-2018,31-12-2019,No informa,Sin observaciones,13
2019,Abril,Profesional,JURIDICO ABOGADA,8,ABOGADA,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.956.221,1.561.547,-,-,Sí,"8.136,00 : 1,00 hrs",No tiene,No tiene,01-02-2015,31-12-2019,No informa,Sin observaciones,19
2019,Abril,Administrativo,ADMINISTRATIVO SEGURIDAD PUBLICA,17,TECNICO NIVEL MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$501.373,322.329,-,-,Sí,"35.554,00 : 17,00 hrs",No tiene,"127.996,00 : 51,00 hrs",01-05-2018,30-06-2019,No informa,Sin observaciones,23
2019,Abril,Auxiliar,AUXILIAR DIRECCIÓN DE ADMINISTRACIÓN Y SERVICIOS GENERALES,17,8VO BASICO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$497.891,358.998,-,-,Sí,No tiene,No tiene,"15.058,00 : 6,00 hrs",01-02-2018,31-12-2019,No informa,Sin observaciones,24
2019,Abril,Profesional,PROFESIONAL RENTAS MUNICIPALES E INSPECCION,6,INGENIERO COMERCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$2.848.940,2.341.419,-,-,Sí,"62.030,00 : 5,00 hrs",No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,26
2019,Abril,Administrativo,CAJERO TESORERIA DIRECCIÓN DE FINANZAS,17,CONTADOR TECNICO NIVEL SUPERIOR,Región Metropolitana de Santiago,(07)(44)(40)(78)(66)(76)(75),$510.656,296.548,-,-,Sí,"41.829,00 : 20,00 hrs",No tiene,"15.058,00 : 6,00 hrs",05-05-2013,31-12-2019,No informa,Sin observaciones,29
2019,Abril,Administrativo,DIRECCIÓN DE DESARROLLO COMUNITARIO ADMINISTRATIVO,12,PREPARADOR FISICO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$860.185,693.644,-,-,Sí,"50.581,00 : 13,00 hrs",No tiene,"102.718,00 : 22,00 hrs",01-01-2018,31-12-2019,No informa,Sin observaciones,35
2019,Abril,Administrativo,"ADMINISTRATIVO DIRECCIÓN DE MEDIOAMBIENTE, ASEO, ORNATO Y SUSTENTABILIDAD",12,TECNICO EN MECANICA DE AUTOMOTRIZ,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$860.185,589.682,-,-,Sí,"58.363,00 : 15,00 hrs",No tiene,"65.366,00 : 14,00 hrs",04-07-2017,30-06-2019,No informa,Sin observaciones,38
2019,Abril,Administrativo,ADMINISTRATIVO DIRECCIÓN DE DESARROLLO COMUNITARIO,11,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$950.063,735.640,-,-,Sí,"176.874,00 : 38,00 hrs",No tiene,"229.006,00 : 41,00 hrs",01-05-1990,31-12-2019,No informa,Sin observaciones,42
2019,Abril,Profesional,ABOGADA JURIDICO,8,ABOGADA,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.946.940,1.538.839,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,47
2019,Abril,Profesional,PROFESIONAL ADMINISTRACION MUNICIPAL,10,INGENIERO EN AGRONEGOCIOS,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.385.687,1.119.984,-,-,Sí,"61.268,00 : 11,00 hrs",No tiene,No tiene,01-01-2018,31-12-2019,No informa,Sin observaciones,51
2019,Abril,Auxiliar,AUXILIAR DIRECCIÓN DE ADMINISTRACIÓN Y SERVICIOS GENERALES,17,1ER AÑO HUMANIDADES,Región Metropolitana de Santiago,(07)(44)(78)(66)(75),$482.990,378.718,-,-,Sí,"35.554,00 : 17,00 hrs",No tiene,"87.841,00 : 35,00 hrs",01-12-2017,30-06-2019,No informa,Sin observaciones,53
2019,Abril,Administrativo,ADMINISTRATIVO TRANSITO,13,4TO. AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$745.022,545.790,-,-,No,No tiene,No tiene,No tiene,01-02-2018,31-12-2019,No informa,Sin observaciones,54
2019,Abril,Técnico,TECNICO DIRECCIÓN DE OBRA MUNICIPAL,9,MAS DE 4 SEMESTRES UNIVERSITARIOS,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75),$1.375.069,1.078.516,-,-,Sí,"74.058,00 : 11,00 hrs",No tiene,No tiene,01-05-2005,30-06-2019,No informa,Sin observaciones,56
2019,Abril,Profesional,PROFESIONAL SECRETARIA COMUNAL DE PLANIFICACIONES,7,CONTADOR AUDITOR,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75)(41),$2.327.582,1.864.216,-,-,No,No tiene,No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,59
2019,Abril,Auxiliar,AUXILIAR ALCALDIA,18,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75)(41),$472.750,396.358,-,-,No,No tiene,No tiene,No tiene,01-01-2018,30-06-2019,No informa,Sin observaciones,62
2019,Abril,Profesional,PROFESIONAL ALCALDIA,10,INGENIERO COMERCIAL,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.385.687,1.072.589,-,-,Sí,"172.665,00 : 31,00 hrs",No tiene,No tiene,01-01-2017,31-12-2019,No informa,Sin observaciones,63
2019,Abril,Profesional,PROFESIONAL DIRECCIÓN DE DESARROLLO COMUNITARIO,10,ABOGADO,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.385.687,1.087.961,-,-,Sí,"139.246,00 : 25,00 hrs",No tiene,"6.684,00 : 1,00 hrs",01-04-2019,30-06-2019,No informa,Sin observaciones,67
2019,Abril,Profesional,PROFESIONAL DIRECCION DE DESARROLLO COMUNITARIO,12,PROFESOR DE EDUCACION FISICA,Región Metropolitana de Santiago,(07)(44)(153)(78)(66)(76)(75),$1.098.964,886.574,-,-,Sí,"42.799,00 : 11,00 hrs",No tiene,No tiene,01-02-2019,30-06-2019,No informa,Sin observaciones,70
2019,Abril,Administrativo,"ADMINISTRATIVO DIRECCION DE MEDIOAMBIENTE, ASEO, ORNATO Y SUSTENTABILIDAD",16,4TO AÑO MEDIO,Región Metropolitana de Santiago,(07)(44)(78)(66)(76)(75)(41),$566.631,528.134,-,-,Sí,"26.171,00 : 11,00 hrs",No tiene,"22.840,00 : 8,00 hrs",06-03-2017,31-12-2019,No informa,Sin observaciones,76
